id,year,appendix,taxon,class,ord,family,genus,term,quantity,unit,importer,exporter,origin,purpose,source,reporter_type,import_permit_randomid,export_permit_randomid,origin_permit_randomid
5393335,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,26,"",JP,ID,"",T,"",I,"","",""
5393336,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,400,"",JP,US,"",T,"",I,"",f4bec99c12,""
5393337,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,600,"",US,JP,"",T,"",E,"",e35a7c624b,""
5393338,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,300,"",US,JP,"",T,"",E,"",5c2f35ee26,""
5393339,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,91,"",US,JP,"",T,"",E,"",aebdd3b4ca,""
5393340,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,600,"",US,JP,"",T,"",E,"",41c5157d94,""
5393341,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,300,"",US,JP,"",T,"",E,"",55ce2a954b,""
5393342,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,97,"",US,JP,"",T,"",E,"",a9d2e0a1db,""
5393343,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,68,"",US,JP,"",T,"",E,"",87a676a121,""
5393344,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,300,"",US,JP,"",T,"",E,"",b81f392fb4,""
5393345,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,64,"",US,JP,"",T,"",E,"",5454406af7,""
5393346,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,9,"",US,JP,"",T,"",E,"",5454406af7,""
5393347,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,102,"",US,JP,"",T,"",E,"",3e0e571bf1,""
5393348,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,20,"",US,JP,"",T,"",E,"",ddd9893bcd,""
5393349,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,172,"",US,JP,"",T,"",E,"",f0ff061806,""
5393350,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,400,"",US,JP,"",T,"",E,"",64da69cdbb,""
5393351,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,250,"",US,JP,"",T,"",E,"",dac5ec469a,""
5393352,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,104,"",US,JP,"",T,"",E,"",0b3ee1d2c8,""
5393353,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,7454,cm,US,JP,"",T,"",E,"",edb0785225,""
5393354,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,2656,cm,US,JP,"",T,"",E,"",7713890764,""
5393355,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,300,"",US,JP,"",T,"",E,"",c36947e95c,""
5393356,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,300,"",US,JP,"",T,"",E,"",ddfff5d12b,""
5393357,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,307,"",US,JP,"",T,"",E,"",40e095b8a8,""
5393358,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,300,"",US,JP,"",T,"",E,"",4ae2ff78c8,""
5393359,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,133,"",US,JP,"",T,"",E,"",0f08240068,""
5393360,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,194,"",US,JP,"",T,"",E,"",5d3f626383,""
5393361,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,9294,cm,US,JP,"",T,"",E,"",ae81f666ef,""
5393362,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,216,"",US,JP,"",T,"",E,"",768ccf592d,""
5393363,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,300,"",US,JP,"",T,"",E,"",abf8a06755,""
5393364,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,299,"",US,JP,"",T,"",E,"",4437cb4a79,""
5393365,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,299,"",US,JP,"",T,"",E,"",ce04b6726d,""
5393366,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,50,"",US,JP,"",T,"",E,"",870bca6ffa,""
5393367,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,250,"",US,JP,"",T,"",E,"",88b7e2b8ff,""
5393368,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,250,"",US,JP,"",T,"",E,"",bb1c6daad0,""
5393369,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,10500,cm,US,JP,"",T,"",E,"",7cd0e13b86,""
5393370,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,200,"",US,JP,"",T,"",E,"",782b1ca2f5,""
5393371,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,250,"",US,JP,"",T,"",E,"",19dbae2937,""
5393372,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,500,"",US,JP,"",T,"",E,"",72536757dd,""
5393373,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,200,"",US,JP,"",T,"",E,"",4b058d875b,""
5393374,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,500,"",US,JP,"",T,"",E,"",6304359ff4,""
5393375,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,1,"",US,TH,"",P,"",I,"","",""
5393376,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,shoes,1,"",US,MX,ID,T,"",I,"","",""
5393377,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,57.154,kg,MX,US,ID,T,"",E,"","",""
5393378,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,500,"",US,SG,TH,T,"",I,"","",""
5393379,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,200,"",US,JP,MY,T,"",I,"","",""
5393380,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,500,"",US,JP,MY,T,"",I,"","",""
5393381,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,1000,"",US,SG,ID,T,"",I,"","",""
5393382,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,500,"",US,SG,ID,T,"",I,"","",""
5393383,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,500,"",US,SG,TH,T,"",I,"","",""
5393384,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,500,"",US,SG,ID,T,"",I,"","",""
5393385,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,400,"",US,TW,MY,T,"",I,"","",""
5393386,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,250,"",US,JP,MY,T,"",I,"","",""
5393387,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,200,"",US,JP,ID,T,"",I,"","",""
5393388,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,600,"",US,SG,TH,T,"",I,"","",""
5393393,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skin pieces,57.154,kg,MX,US,ID,T,"",E,"","",""
5393394,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,shoes,2,"",CA,US,TH,T,"",E,"",f77baeedb0,""
5393395,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,91,"",US,JP,ID,T,"",I,"","",""
5393396,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,shoes,222,"",US,GR,JP,T,"",I,"","",""
5393397,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,600,"",US,JP,ID,T,"",I,"","",""
5393398,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,600,"",US,JP,ID,T,"",I,"","",""
5393399,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,300,"",US,JP,MY,T,"",I,"","",""
5393400,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,300,"",US,JP,"",T,"",I,"","",""
5393401,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,2000,"",US,SG,TH,T,"",I,"","",""
5393402,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,1000,"",US,SG,TH,T,"",I,"","",""
5393403,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,1000,"",US,SG,TH,T,"",I,"","",""
5393404,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,1500,"",US,SG,TH,T,"",I,"","",""
5393405,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,500,"",US,SG,TH,T,"",I,"","",""
5393406,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,500,"",US,SG,ID,T,"",I,"","",""
5393407,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,500,"",US,SG,MY,T,"",I,"","",""
5393408,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,500,"",US,SG,ID,T,"",I,"","",""
5393409,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,300,"",US,SG,ID,T,"",I,"","",""
5393410,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,1500,"",US,SG,XX,T,"",I,"","",""
5393411,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,500,"",US,SG,ID,T,"",I,"",d5b66a7566,""
5393412,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,500,"",US,SG,TH,T,"",I,"",d97e2ae3bf,""
5393413,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,500,"",US,SG,TH,T,"",I,"",52ff51514e,""
5393414,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,700,"",US,SG,ID,T,"",I,"","",""
5393415,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,1000,"",US,SG,XX,T,"",I,"","",""
5393416,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,1000,"",US,SG,TH,T,"",I,"","",""
5393417,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,600,"",US,SG,XX,T,"",I,"","",""
5393418,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,1200,"",US,SG,XX,T,"",I,"","",""
5393419,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,299,"",US,JP,ID,T,"",I,"",5e4b98d18c,""
5393420,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,300,"",US,JP,MY,T,"",I,"","",""
5393421,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,104,"",US,JP,ID,T,"",I,"","",""
5393422,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,10500,cm,US,JP,MY,T,"",I,"","",""
5393423,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,250,"",US,JP,ID,T,"",I,"","",""
5393424,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,133,"",US,JP,MY,T,"",I,"","",""
5393425,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,300,"",US,JP,PH,T,"",I,"","",""
5393426,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,300,"",US,JP,"",T,"",I,"","",""
5393427,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,307,"",US,JP,"",T,"",I,"","",""
5393428,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,350,"",US,TW,MY,T,"",I,"","",""
5393429,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,400,"",US,TW,MY,T,"",I,"","",""
5393430,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,194,"",US,JP,MY,T,"",I,"","",""
5393431,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,300,"",US,JP,TH,T,"",I,"","",""
5393432,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,391,"",JP,US,PH,T,"",E,"",e8e9a5fad1,""
5393433,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,54.998,m,MX,US,ID,T,"",E,"","",""
5393434,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,1200,"",US,SG,"",T,"",I,"","",""
5393435,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,1000,"",US,SG,TH,T,"",I,"","",""
5393436,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,900,"",US,SG,XX,T,"",I,"","",""
5393437,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,600,"",US,SG,TH,T,"",I,"","",""
5393438,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,216,"",US,JP,"",T,"",I,"",768ccf592d,""
5393439,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,500,"",US,SG,TH,T,"",I,"","",""
5393440,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,100,"",US,XX,"",T,"",I,"","",""
5393441,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,9294,cm,US,JP,MY,T,"",I,"","",""
5393442,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,250,"",US,JP,"",T,"",I,"","",""
5393443,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,300,"",US,JP,MY,T,"",I,"","",""
5393444,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,96,"",US,JP,ID,T,"",I,"","",""
5393445,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,750,"",US,SG,ID,T,"",I,"","",""
5393446,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,165,"",US,JP,ID,T,"",I,"","",""
5393447,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,64,"",US,JP,ID,T,"",I,"","",""
5393448,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,102,"",US,JP,ID,T,"",I,"","",""
5393449,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,20,"",US,JP,ID,T,"",I,"","",""
5393264,1981,II,Manis crassicaudata,Mammalia,Pholidota,Manidae,Manis,skins,276,"",US,JP,MY,T,"",I,"","",""
5393265,1982,II,Manis crassicaudata,Mammalia,Pholidota,Manidae,Manis,skins,11840,cm,US,JP,MY,T,"",I,"","",""
5393266,1982,II,Manis crassicaudata,Mammalia,Pholidota,Manidae,Manis,skins,11840,cm,US,JP,XX,T,"",E,"",88e24b7e75,""
5393570,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,400,"",JP,SG,TH,T,"",I,"","",""
5393511,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,leather items,16,"",CA,US,TH,T,"",E,"",3ce2b3333e,""
5393512,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,4,"",MX,US,TH,T,"",E,"","",""
5393513,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,3.629,kg,MX,US,TH,T,"",E,"","",""
5393514,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,5.443,kg,MX,US,TH,T,"",E,"",bf0e562e13,""
5393515,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,17.237,kg,MX,US,TH,T,"",E,"",5eb6b403e8,""
5393516,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,3.629,kg,MX,US,TH,T,"",E,"",bf0e562e13,""
5393517,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,0.907,kg,MX,US,TH,T,"",E,"",bf0e562e13,""
5393518,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skin pieces,1,"",US,XX,TH,T,"",I,"","",""
5393519,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,163,"",US,JP,XX,T,"",I,"","",""
5393520,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,500,"",US,SG,XX,T,"",I,"","",""
5393521,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,5,"",FR,JP,"",T,"",E,"",7eae3d8334,""
5393522,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,300,"",US,JP,XX,T,"",E,"",4e07c2222f,""
5393523,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,500,"",US,JP,XX,T,"",E,"",a655174106,""
5393524,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,109,"",US,JP,XX,T,"",E,"",d265f928aa,""
5393525,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,143,"",US,JP,XX,T,"",E,"",d7af06a745,""
5393526,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,900,"",US,JP,XX,T,"",E,"",f7090f6b8f,""
5393527,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,200,"",US,JP,XX,T,"",E,"",275b802422,""
5393528,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,96,"",US,JP,XX,T,"",E,"",fd9edb63ea,""
5393529,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,850,"",US,JP,XX,T,"",E,"",07bb24316d,""
5393530,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,160,"",US,JP,XX,T,"",E,"",54b7630d0f,""
5393531,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,400,"",US,JP,XX,T,"",E,"",91156e362e,""
5393532,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,1000,"",US,JP,XX,T,"",E,"",004a8e71ca,""
5393533,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,12,"",US,JP,XX,T,"",E,"",d55271c859,""
5393534,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,660,"",US,JP,XX,T,"",E,"",9f027d167b,""
5393535,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,398,"",US,JP,XX,T,"",E,"",d4e30ae3de,""
5393536,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,625,"",US,JP,XX,T,"",E,"",f50a587db6,""
5393537,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,400,"",US,JP,XX,T,"",E,"",844c2d2c3e,""
5393538,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,12,"",US,JP,XX,T,"",E,"",18136fb954,""
5393539,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,60,"",US,JP,XX,T,"",E,"",fee5688d56,""
5393540,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,125,"",US,JP,XX,T,"",E,"",ed89da836c,""
5393541,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,16,"",US,JP,XX,T,"",E,"",603c9d2f4e,""
5393542,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,163,"",US,JP,XX,T,"",E,"",627ed5c367,""
5393543,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,3,"",US,JP,XX,T,"",E,"",7ac47ce292,""
5393544,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,4,"",US,JP,XX,T,"",E,"",89dd93910b,""
5393545,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,12,"",US,JP,XX,T,"",E,"",12220213b9,""
5393546,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,250,"",US,JP,XX,T,"",E,"",29aea6a0ad,""
5393547,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,10,"",US,JP,XX,T,"",E,"",541f1f4d62,""
5393548,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,36,cm,US,JP,XX,T,"",E,"",e41963d5a9,""
5393549,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,140,"",JP,SG,"",T,"",I,"",d1abe38cc0,""
5393550,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,100,"",JP,SG,"",T,"",I,"","",""
5393551,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,200,"",JP,SG,ID,T,"",I,"","",""
5393552,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,302,"",JP,SG,TH,T,"",I,"","",""
5393553,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,400,"",JP,SG,TH,T,"",I,"","",""
5393554,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,338,"",JP,SG,TH,T,"",I,"","",""
5393555,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,150,"",JP,SG,TH,T,"",I,"","",""
5393556,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,400,"",JP,SG,TH,T,"",I,"","",""
5393557,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,170,"",JP,SG,TH,T,"",I,"","",""
5393558,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,1000,"",JP,SG,TH,T,"",I,"","",""
5393559,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,400,"",JP,SG,TH,T,"",I,"","",""
5393560,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,1000,"",JP,SG,TH,T,"",I,"","",""
5393561,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,400,"",JP,SG,TH,T,"",I,"","",""
5393562,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,100,"",JP,SG,TH,T,"",I,"","",""
5393563,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,1000,"",JP,SG,TH,T,"",I,"","",""
5393564,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,500,"",JP,SG,TH,T,"",I,"","",""
5393565,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,500,"",JP,SG,TH,T,"",I,"","",""
5393566,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,3300,"",JP,SG,TH,T,"",I,"","",""
5393567,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,1000,"",JP,SG,TH,T,"",I,"","",""
5393568,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,400,"",JP,SG,TH,T,"",I,"","",""
5393569,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,1000,"",JP,SG,TH,T,"",I,"","",""
5393450,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,500,"",US,JP,MY,T,"",I,"","",""
5393451,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,172,"",US,JP,ID,T,"",I,"","",""
5393452,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,400,"",US,JP,XX,T,"",I,"","",""
5393453,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,500,"",US,SG,ID,T,"",I,"","",""
5393454,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,253,"",US,JP,MY,T,"",I,"","",""
5393455,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,500,"",US,SG,TH,T,"",I,"","",""
5393456,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,500,"",US,SG,TH,T,"",I,"","",""
5393457,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,750,"",US,SG,TH,T,"",I,"","",""
5393458,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,1500,"",US,XX,"",T,"",I,"","",""
5393459,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,1000,"",US,SG,"",T,"",I,"","",""
5393460,1981,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,500,"",US,SG,ID,T,"",I,"","",""
5393461,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,900,"",US,JP,ID,T,"",I,"","",""
5393462,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,2,"",US,JP,ID,T,"",I,"","",""
5393463,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,4,"",US,JP,ID,T,"",I,"","",""
5393464,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,500,"",US,JP,"",T,"",I,"","",""
5393465,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,5210,cm,US,JP,MY,T,"",I,"","",""
5393466,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,850,"",US,JP,MY,T,"",I,"","",""
5393467,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,300,"",US,JP,MY,T,"",I,"","",""
5393468,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,250,"",US,JP,MY,T,"",I,"","",""
5393469,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,96,"",US,JP,MY,T,"",I,"","",""
5393470,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,298,"",US,JP,MY,T,"",I,"","",""
5393471,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,200,"",US,JP,MY,T,"",I,"","",""
5393472,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,143,"",US,JP,MY,T,"",I,"","",""
5393473,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,109,"",US,JP,MY,T,"",I,"","",""
5393474,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,400,"",US,JP,MY,T,"",I,"","",""
5393475,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,1000,"",US,JP,MY,T,"",I,"","",""
5393476,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,12,"",US,JP,MY,T,"",I,"","",""
5393477,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,400,"",US,JP,MY,T,"",I,"","",""
5393478,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,392,"",JP,US,MY,T,"",E,"",677f338ce0,""
5393479,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,660,"",US,JP,SG,T,"",I,"","",""
5393480,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,625,"",US,JP,SG,T,"",I,"","",""
5393481,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,600,"",US,TH,"",T,"",I,"",0fe7081d58,""
5393482,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,shoes,2,"",US,IT,TH,T,"",I,"","",""
5393483,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,shoes,2,"",US,MX,TH,T,"",I,"","",""
5393484,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,shoes,2,"",US,MX,TH,T,"",I,"","",""
5393485,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,shoes,1,"",US,MX,TH,T,"",I,"","",""
5393486,1982,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,shoes,1,"",US,MX,TH,T,"",I,"","",""
