App.,Taxon,Term,Unit,Country,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
II,Manis temminckii,bodies,,ZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,2,,,,
II,Manis temminckii,carvings,,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
II,Manis temminckii,leather products (small),,ZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
II,Manis temminckii,live,,CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,,,,,,,,,,,,,
II,Manis temminckii,live,,TZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
II,Manis temminckii,live,,ZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
II,Manis temminckii,scales,g,ZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,
II,Manis temminckii,scales,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,
II,Manis temminckii,skeletons,,TZ,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
II,Manis temminckii,skin pieces,,DK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
II,Manis temminckii,specimens,kg,ZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,
II,Manis temminckii,specimens,,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
II,Manis temminckii,specimens,,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
II,Manis temminckii,specimens,,US,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,7,,,,
II,Manis temminckii,specimens,,ZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,8,10,,,,,
II,Manis temminckii,trophies,,ZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
II,Manis tetradactyla,bodies,,BE,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
II,Manis tetradactyla,bodies,,FR,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
II,Manis tetradactyla,live,,BJ,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,
II,Manis tetradactyla,live,,NG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,
II,Manis tetradactyla,live,,TG,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,3,,,1,,,,,8,5,,5,,,
II,Manis tetradactyla,scales,g,ZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,
II,Manis tetradactyla,scales,,CF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,
II,Manis tetradactyla,skeletons,,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,
II,Manis tetradactyla,skins,,CI,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
II,Manis tetradactyla,skins,,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
II,Manis tetradactyla,skins,,TG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,
II,Manis tetradactyla,skulls,,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,
II,Manis tetradactyla,specimens,ml,CI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,
II,Manis tetradactyla,specimens,ml,GH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
II,Manis tetradactyla,specimens,,BJ,,,,,,,,,,,,,,,,,,,,,,,,,6,2,,,,,,,,,,,,,,,,,,
II,Manis tetradactyla,specimens,,CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,
II,Manis tetradactyla,specimens,,CF,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,
II,Manis tetradactyla,specimens,,CI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,,,
II,Manis tetradactyla,specimens,,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,
II,Manis tetradactyla,specimens,,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,
II,Manis tetradactyla,specimens,,GH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,
II,Manis tetradactyla,specimens,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,1,,,
II,Manis tricuspis,bodies,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
II,Manis tricuspis,carvings,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
II,Manis tricuspis,live,,BJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,11,,
II,Manis tricuspis,live,,CI,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
II,Manis tricuspis,live,,CM,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,,,,20,,4,,,,,,,,,
II,Manis tricuspis,live,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
II,Manis tricuspis,live,,NG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,200,,,
II,Manis tricuspis,live,,TG,,,,,,,,,,,,,,,,,3,,,,,30,1,2,,,,16,,,,,16,520,,,12,458,27,70,27,56,,
II,Manis tricuspis,scales,g,ZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,
II,Manis tricuspis,scales,kg,CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750,200,,,
II,Manis tricuspis,scales,kg,CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,500,5000,
II,Manis tricuspis,scales,kg,TG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,
II,Manis tricuspis,scales,,CF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276,,,
II,Manis tricuspis,scales,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,
II,Manis tricuspis,scales,,LR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
II,Manis tricuspis,skin pieces,,CF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
II,Manis tricuspis,skin pieces,,DK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
II,Manis tricuspis,skin pieces,,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,200,,,,,
II,Manis tricuspis,skins,,CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
II,Manis tricuspis,skins,,CM,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,6,,,,,,,
II,Manis tricuspis,skins,,GN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,,,,,,,
II,Manis tricuspis,skins,,LR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
II,Manis tricuspis,skins,,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,100,,,,,
II,Manis tricuspis,skulls,,GN,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
II,Manis tricuspis,specimens,ml,CI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,
II,Manis tricuspis,specimens,,BJ,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,
II,Manis tricuspis,specimens,,CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
II,Manis tricuspis,specimens,,CF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,
II,Manis tricuspis,specimens,,CI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,12,,,
II,Manis tricuspis,specimens,,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,,,,,,,,,,
II,Manis tricuspis,specimens,,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
II,Manis tricuspis,specimens,,GH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
II,Manis tricuspis,specimens,,LR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,
II,Manis tricuspis,specimens,,NG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,8,,
II,Manis tricuspis,specimens,,TZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
II,Manis tricuspis,specimens,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,17,,,,
II,Manis tricuspis,trophies,,CM,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,1,2,,,,,,,,,,
II,Manis tricuspis,trophies,,FR,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
II,Manis tricuspis,trophies,,LR,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,
III,Manis gigantea,live,,TG,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
III,Manis tetradactyla,bodies,,CG,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
III,Manis tetradactyla,leather items,,CM,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
III,Manis tetradactyla,live,,TG,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
III,Manis tetradactyla,shoes,,MX,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
III,Manis tricuspis,bodies,,CG,,,,,,,,,,,,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
III,Manis tricuspis,live,,LR,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
III,Manis tricuspis,live,,NG,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
III,Manis tricuspis,live,,TG,,,,,,,,,,,3,15,4,,,25,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
III,Manis tricuspis,skins,,CM,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
III,Manis tricuspis,trophies,,CF,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
